code,station_name,latitude_deg,longitude_deg,mountpoint,ntrip_host,ntrip_port,data_format,constellation,ntrip_zone
KBRC,KBRC_SCGN_CS2000,34.398528,-119.00818842527778,KBRC_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LAPC,LAPC_SCGN_CS1999,34.181922639166665,-118.57464147611111,LAPC_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LBC2,Long Beach CC 2,33.79160990305555,-118.17323306916667,LBC2_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LBCH,Long Beach,33.78777091777778,-118.20333457611112,LBCH_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LDES,LDES_SCGN_CS1998,34.267337347222224,-116.43279106972223,LDES_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LFRS,LFRS_SCGN_CS1998,34.095070785000004,-118.41281617527778,LFRS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LINJ,Lancaster Inject,34.66202101472222,-118.13918959166668,LINJ_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LJRN,Lone Juniper Ran,34.80752270833333,-118.86773033833333,LJRN_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LL01,Llano Zero 1,34.48545714944444,-117.83494460083332,LL01_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LLAS,Lake Los Angeles School,34.58597408861112,-117.83792005805554,LLAS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LOMP,Lompoc FS #51 GP,34.69092206055555,-120.44657006638889,LOMP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LONG,Longdon Yard,34.11189981333334,-118.003400965,LONG_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LPCG,Lone Pine Canyon,34.31486265611111,-117.54635254694445,LPCG_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LPHS,La Puente H.S.,34.02676955583333,-117.95671079916667,LPHS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
LRRG,Little Rock Rese,34.52705824333333,-118.02997671555555,LRRG_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LVMS,Lockwood Valley,34.73360539111111,-119.103676075,LVMS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
MHMS,Markham Middle S,33.93905531722222,-118.24412295944444,MHMS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
MIG1,MIG1_SCGN_CS2000,34.03826089138889,-120.35138257583333,MIG1_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
MSCG,Mission Creek,34.038499985,-116.64794740805556,MSCG_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
NDAP,NDAP_SCGN_CS2000,34.767684036388886,-114.61861647416666,NDAP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
NOPK,North Park,33.97973682777778,-118.34800229749999,NOPK_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P278,ClarkeMtn_CS2004,35.71125314555556,-121.0607444825,P278_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P470,BaldyMesa_CS2004,34.46240320666667,-117.393877415,P470_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P513,Point_Sal_CS2007,34.90726395972222,-120.65016308666667,P513_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P514,Nipomo____CS2006,35.010715614166664,-120.40973964166668,P514_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P519,PaintedCavCS2007,34.507811974166664,-119.7924279661111,P519_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P523,LosOsos___CS2006,35.30445104277778,-120.86026309472221,P523_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P531,Hog_CanyonCS2007,35.792690909166666,-120.53658968361111,P531_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P532,WicksRanchCS2004,35.63381167361111,-120.26701587138889,P532_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P537,CaliValleyCS2006,35.316795884722225,-119.93532993194445,P537_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P538,BitterWatrCS2006,35.53417333,-120.11248867249999,P538_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P539,VogelRanchCS2004,35.70267288416667,-120.18203864611111,P539_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P541,BlkwllFarmCS2005,35.68673031777777,-120.00066611,P541_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P543,Reward____CS2006,35.318991331111114,-119.71320964833333,P543_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
P545,LerdoOvrpsCS2007,35.49984031,-119.53579518,P545_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
P551,PineMountnCS2006,34.85619813611111,-119.15455946194444,P551_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P553,Grapevine_CS2005,34.83509311722222,-118.87895677055555,P553_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P555,CastaicCrkCS2008,34.69498984027778,-118.66941206694445,P555_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P563,ButtonwillCS2005,35.41866744666667,-119.42115343,P563_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P565,Delano_AirCS2005,35.74389162638889,-119.23664059916666,P565_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P574,Mt_HarwoodCS2008,34.28676856472222,-117.63387463583334,P574_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P575,Cucamonga_CS2008,34.215511697500006,-117.54215035055556,P575_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P583,KramerJnctCS2005,34.98700220111111,-117.54338015972222,P583_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P591,CalCityAptCS2005,35.152423194166666,-118.01646207,P591_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P602,PolonlPassCS2008,35.72916389888889,-120.22788100472222,P602_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P609,YucaipaRidCS2006,34.06268507111111,-116.89280603416667,P609_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
P612,CalStateSBCS2005,34.18738085527777,-117.31550615305555,P612_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P616,Red_ButtesCS2007,35.4245619275,-117.8933200863889,P616_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
P617,TiefortMtsCS2006,35.320639748333335,-116.57163122861111,P617_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P619,SilurianHiCS2008,35.52594443611111,-116.12178932388888,P619_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P621,MountPass_CS2005,35.47275666583334,-115.54393661222223,P621_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P622,RoundVallyCS2005,35.16298786472222,-115.3658511886111,P622_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P623,VidalJunctCS2005,34.188929994166664,-114.59939169333333,P623_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P625,CaminoSubsCS2007,34.84443968,-114.96513037638888,P625_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P729,Mesa_UnionCS2007,34.26308123638889,-119.09604952194444,P729_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P799,LASWCollegCA2011,33.9276480575,-118.30633919361111,P799_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P800,DorseyHighCA2011,34.02168973333333,-118.34905750833333,P800_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P808,Antelope2_CS2005,34.836018188055554,-118.62144200194444,P808_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P809,Delano_PlrCA2013,35.74389757638889,-119.23674226916667,P809_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
P810,Delano_SBMCA2013,35.74395508638889,-119.23670548916667,P810_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
P811,CalCityPlrCA2013,35.152429894166666,-118.0165933,P811_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P812,CalCitySBMCA2013,35.152497454166664,-118.01652141,P812_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PBPP,PBPP_SCGN_CS2000,34.508225969722226,-117.9225606238889,PBPP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PSDM,Puddingstone Res,34.09176489722223,-117.80708167611111,PSDM_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PVE3,Palos Verdes,33.74329750166667,-118.40424651916668,PVE3_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PVHS,Peninsula High School,33.77945491361111,-118.37215547666666,PVHS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PVRS,PVRS_SCGN_CS1998,33.773863686388886,-118.32057928388889,PVRS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
QHTP,Quartz Hill Treatment Plant,34.62868003416667,-118.24480267555556,QHTP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RHCG,Rose Hills Cemet,34.0009021975,-118.01333985777778,RHCG_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
ROCK,Rocketdyne,34.23567524888889,-118.67642164277778,ROCK_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RTHS,Rialto High Scho,34.08915014138889,-117.35332379805556,RTHS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SILK,Silver Lake Reservior,34.1028622925,-118.26386156277778,SILK_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SNOG,Snow Peak,34.03521030111111,-116.80777848055556,SNOG_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SOMT,SOMT_SCGN_CS2000,34.31994001638889,-119.06432344527778,SOMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
TABL,Table Mountain,34.381848149722224,-117.67827148777778,TABL_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
THCP,TCHP_SCGN_CS2000,35.15818083472222,-118.41455938972223,THCP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
TORP,Torrance Airport,33.797799014999995,-118.3305945075,TORP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VDCY,VDCY_SCGN_CS2000,34.178565498055555,-118.21999050333334,VDCY_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VIMT,VIMT_SCGN_CS2000,34.126448276944444,-118.51440413666667,VIMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VNCX,VNCX_SCGN_CS1998,34.29319321444444,-118.48453043472222,VNCX_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VNDP,Vandenberg,34.55631344833333,-120.61644208527777,VNDP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VNPS,Vincent Pump Sta,34.50148061972222,-118.12114758944443,VNPS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
VTIS,Marine Exchange,33.71264090916667,-118.29381408,VTIS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WASG,Alta Sierra GPS,35.73838688666667,-118.55696665138889,WASG_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WCHS,West Covina High,34.06189779527777,-117.91110114805556,WCHS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
WHC1,Whittier College,33.979885321944444,-118.03116001916666,WHC1_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WMAP,Whiteman Airport,34.25942441777778,-118.41428173055556,WMAP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WRHS,Westchester High School,33.95815278166667,-118.42759777138889,WRHS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS+GLONASS,5
BBDM,BBDM_SCGN_CS2000,34.582199593333335,-119.98150452555555,BBDM_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
BBRY,BBRY_SCGN_CS1998,34.264277245833334,-116.88423018055556,BBRY_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
BKAP,BKAP_SCGN_CS2000,35.287043866666664,-116.08041133361111,BKAP_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
BKMS,BKMS_SCGN_CS1998,33.96225871277778,-118.09468952416667,BKMS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
BMHL,BMHL_SCGN_CS1999,34.2514418325,-116.05296507638889,BMHL_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
BSRY,BSRY_SCGN_CS1998,34.918610118888886,-117.01198069638889,BSRY_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
BVPP,BVPP_SCGN_CS2000,35.15727494194444,-119.34749581749999,BVPP_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
CCCC,CCCC_SCGN_CS2000,35.565312218611105,-117.67116078305556,CCCC_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
CDMT,CDMT_SCGN_CS2000,34.829464048333335,-116.33591849138888,CDMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
CPBN,CPBN_SCGN_CS2000,35.07173311638889,-117.57301063722223,CPBN_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
CRU1,CRU1_SCGN_CS2000,34.02926152138889,-119.7848024375,CRU1_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
CSCI,CSCI_SCGN_CS2000,34.16840400805555,-119.03897163916666,CSCI_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
CSST,CSST_SCGN_CS2000,34.408090791666666,-119.37124065722222,CSST_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
EWPP,EWPP_SCGN_CS1999,34.104197965000004,-117.52557522138889,EWPP_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
FMVT,FMVT_SCGN_CS2000,34.35633698666667,-118.88402229083334,FMVT_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
HCMN,HCMN_SCGN_CS1999,34.754770710277775,-116.43006246333334,HCMN_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
HVYS,HVYS_SCGN_CS2000,34.441231081666665,-119.18753193361111,HVYS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LDSW,LDSW_SCGN_CS1999,34.69942324361111,-116.20912916694445,LDSW_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
LNMT,LNMT_SCGN_CS2000,35.09019934027778,-116.93963939055556,LNMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
LORS,LORS_SCGN_CS1998,34.13332679527778,-117.754060315,LORS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
MPWD,MPWD_SCGN_CS1998,34.295512251388885,-118.87800731333333,MPWD_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
NHRG,NHRG_SCGN_CS2000,34.49865749111111,-119.14124996111111,NHRG_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
ORES,ORES_SCGN_CS1999,34.73906157138889,-120.27854944611111,ORES_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
ORMT,ORMT_SCGN_CS2000,34.674901728888884,-116.8150796711111,ORMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
OVLS,OVLS_SCGN_CS1999,34.327360366388895,-119.14193792277779,OVLS_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P067,CleggRanchCS2004,35.55175457111111,-121.00295068361112,P067_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P279,GulchHouseCN2007,35.79064852861111,-121.06200633416667,P279_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P280,CamattaCynCS2006,35.54405485416667,-120.34759541194444,P280_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P295,ChimneyRR_CS2004,35.69707834416666,-120.84237307083333,P295_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P515,Tepusquet_CS2006,34.870555073055556,-120.23984132277778,P515_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P516,JimJacksonCS2006,35.10620185111111,-120.38338206444445,P516_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P518,TrepletMtnCS2008,35.02003392527778,-120.07529698249999,P518_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P520,LomaPelonaCS2008,34.63048400666667,-119.61639613277777,P520_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P521,McPherson_CS2008,34.88856773083333,-119.81534562416667,P521_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P525,MorroCreekCS2006,35.42576867388889,-120.80813144444444,P525_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P536,CarrizoRanCS2006,35.27976793166667,-120.02500979972223,P536_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P548,Noon_Peak_CS2008,34.46680659666667,-119.50393501138889,P548_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P554,GormanCrk_CS2006,34.79229599666667,-118.84801749333333,P554_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P556,BarnardProCS2005,34.77110763361111,-118.54544180555555,P556_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P557,EaglePerchCS2005,34.94438349333333,-118.65557504666667,P557_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P560,StokesPropCS2005,34.8218097775,-118.540855025,P560_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P564,Posocreek_CS2006,35.62290956555555,-119.34937739277777,P564_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P567,RioBravo__CS2005,35.42094437722222,-118.75356463472222,P567_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P568,AntimonyFlCS2007,35.25430538083334,-118.12650013472222,P568_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P570,kelsocreekCS2006,35.66734594722222,-118.2600264925,P570_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P577,CdrSpgDam_CS2004,34.30460373333333,-117.31890215888889,P577_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P578,DavisBenchCS2008,35.694330663611105,-120.23901942111111,P578_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P579,FremontValCS2006,35.038760915,-118.00575235694444,P579_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P580,Straw_PeakCS2007,35.62094439111111,-117.1922113575,P580_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P581,WoodsPropyCS2005,34.50973772111111,-117.72898994972222,P581_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P582,El_Mirage_CS2008,34.63425708055556,-117.54884770638888,P582_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P589,BlackMtQryCS2005,34.620665207500004,-117.11017747999999,P589_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P592,GrassVallyCS2007,35.238549748333334,-117.30321636694444,P592_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P593,Pyramid_PtCS2007,35.387867497777776,-117.20504605777778,P593_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P595,SearlesValCS2005,35.69755459333333,-117.40281546833334,P595_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P598,Onyx_Peak_CS2007,34.19245997944444,-116.71025514222222,P598_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P604,HarvardHilCS2008,34.93682506583333,-116.67144080944445,P604_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P606,LucerneValCS2005,34.46206206055556,-116.87961192499999,P606_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P611,RainboWellCS2006,35.204770002500005,-115.64979809722223,P611_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P613,KellerPeakCS2007,34.19618798833333,-117.04995091305555,P613_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P614,Essex_CTY_CS2007,34.73179015611111,-115.25024925833333,P614_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P615,PaintdRcksCS2006,35.20460606027778,-116.76289606833333,P615_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
P618,CSUDertStdCS2005,35.14188603666667,-116.10391877277777,P618_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
P620,AlexnderhlCS2008,35.78536060111111,-116.14490637166668,P620_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
PKRD,PKRD_SCGN_CS2000,34.071560231388894,-118.23289463361111,PKRD_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RAMT,RAMT_SCGN_CS2000,35.33871356527778,-117.68333697472222,RAMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
RCA2,RCA2_SCGN_CS2000,34.499981985,-119.71998763777778,RCA2_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RDMT,RDMT_SCGN_CS1999,34.64393812388889,-116.62467433388888,RDMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RHCL,RHCL_SCGN_CS1998,34.01905105694444,-118.02616076194444,RHCL_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
RSTP,RSTP_SCGN_CS1999,34.87507972,-118.19291341805555,RSTP_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
RSVY,RSVY_SCGN_CS2000,34.54147631194444,-119.18442494472222,RSVY_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SCIA,SCIA_SCGN_CS1999,34.607445259722226,-117.3882893038889,SCIA_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
SDHL,SDHL_SCGN_CS2001,34.25500844555555,-116.27888485388888,SDHL_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
SKYB,SKYB_SCGN_CS1999,34.43862363833333,-118.478619585,SKYB_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SPMS,SPMS_SCGN_CS1998,33.99265422416667,-117.84876569111111,SPMS_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SRS1,SRS1_SCGN_CS2000,34.004337623611114,-120.06521208666666,SRS1_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
TJRN,TJRN_SCGN_CS2000,34.48347562527778,-120.13255401833332,TJRN_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
TOST,TOST_SCGN_CS1999,34.24795675055556,-118.8366553886111,TOST_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WKPK,WKPK_SCGN_CS1999,34.56849850444445,-118.74150759527778,WKPK_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
WOMT,WOMT_SCGN_CS1999,34.66901216583333,-116.93165348444445,WOMT_RTCM3,132.239.152.4,2104,RTCM 3.3,GPS,5
BADL,Moreno Valley HWY 60,33.93527294416666,-117.11359670388889,BADL_RTCM3,132.239.152.4,2104,RTCM 3.4,GPS,5
BFLD,Bakersfield Main,35.41308236083333,-119.04531680805556,BFLD_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
BFSH,Bodfish Maintena,35.59112055111111,-118.49794691916667,BFSH_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
DLNO,Delano Maintenan,35.74999445694444,-119.24308479694444,DLNO_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
P544,TwisselmanCS2005,35.73126601361111,-119.73802202083334,P544_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
SHN5,SHANDON REST ARE,35.67424325138889,-120.34704590222222,SHN5_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
SHP5,SAN LUIS OBISPO,35.268633308055556,-120.67126944416667,SHP5_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
SIMM,San Luis Obispo,35.35111191055556,-119.99779257694445,SIMM_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
TAFT,Taft Maintenance,35.15654382277778,-119.4851561611111,TAFT_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
TEHA,Tehachapi Mainte,35.143057523888885,-118.46978132472222,TEHA_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
MRRY,"Murray Farms,HWY58,General Beale",35.293525289166666,-118.75253481222222,MRRY_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
ORC5,"HWYS 1&135 IntChg,S of Orcutt",34.80207357916667,-120.44305773305555,ORC5_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
SBR5,"HWY 1 & HWY 101 IntChg,Las Cruces",34.51055635611111,-120.22726728111111,SBR5_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
FNT8,FONTANA MAINTENANCE STATION,34.12904824833333,-117.49964242,FNT8_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
CRNA,HWY 71 AND HWY 91 INTERCHANGE,33.88428781,-117.63496171000001,CRNA_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
LEBC,"LEBEC REST AREA, NB I5",34.825177530000005,-118.87193242999999,LEBC_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
CRBT,CRBT_SCGN_CN2001,35.791612701111106,-120.75074454861111,CRBT_RTCM3,132.239.152.4,2104,RTCM 3.3,GNSS,5
Q160,AqueductMP160.5_Q160 CA2024,36.151531640555554,-120.04885608722222,Q160_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q189,AQUDUCT189CA2023,35.7866136575,-119.86481500305555,Q189_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q204,AQUDUCT204CA2023,35.63003860861111,-119.70490572777778,Q204_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q208,AQUDUCT208CA2023,35.58188770916667,-119.67749463194446,Q208_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
TULA,TULARE_CA2024,36.13075752,-119.31278231055555,TULA_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
HWPP,HerbertPPCA2024,36.209896175000004,-119.19987468611112,HWPP_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q143,AqueductMP143_CA2024,36.32565803138889,-120.22671603555555,Q143_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
TLBN,TuleTrustCA2024,35.93467317361111,-119.40708677444445,TLBN_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
HANF,HANFRESERVECA2025,36.215195784722226,-119.65905514861112,HANF_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q174,AqueductMP174.0R_Q174 CA2025,35.99394753222222,-119.9609156238889,Q174_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q213,AqueductMP213.0L_Q213 CA2025,35.513606091944446,-119.65160829055556,Q213_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q247,AqueductMP247.1L_CA2025,35.21056827777778,-119.35591872444444,Q247_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
Q264,AqueductMP264.5R_CA2025,35.07448322277778,-119.23114390027779,Q264_RTCM3,132.239.152.4,2104,RTCM 3.4,GNSS,5
